element_type,osmid,geometry
node,4601342802,POINT (-0.1362765 51.51541)
node,4602945958,POINT (0.0043681 51.5453972)
node,4603423064,POINT (-0.1622696 51.6430899)
node,4603537401,POINT (-0.0937777 51.5135163)
node,4605030135,POINT (0.0059288 51.5464964)
node,4605030138,POINT (0.0060764 51.5467787)
node,4605030141,POINT (0.0060708 51.5468872)
node,4605442389,POINT (-0.1775038 51.4926356)
node,4607340090,POINT (-0.0629964 51.6505508)
node,4607621645,POINT (-0.1035039 51.5907874)
node,4607932471,POINT (0.0047193 51.546119)
node,4607932859,POINT (0.0056471 51.5463256)
node,4608987424,POINT (-0.1032884 51.5146364)
node,4609542608,POINT (-0.1448935 51.5403435)
node,4609797697,POINT (0.0001421 51.5396203)
node,4609797698,POINT (0.0001018 51.5395786)
node,4609797699,POINT (0.000269 51.5397547)
node,4611099089,POINT (-0.1239891 51.5108067)
node,4614334125,POINT (-0.1321982 51.5074604)
node,4618362930,POINT (-0.098566 51.5124464)
node,4621823490,POINT (-0.1102815 51.5215527)
node,4623420989,POINT (-0.1905703 51.4775035)
node,4627226989,POINT (-0.1693505 51.4880345)
node,4635923532,POINT (-0.1242272 51.4597135)
node,4635970579,POINT (-0.1297119 51.4598513)
node,4638026919,POINT (-0.1332048 51.5279166)
node,4638555140,POINT (-0.2085116 51.4210592)
node,4638682059,POINT (-0.063674 51.617648)
node,4640040132,POINT (-0.1249143 51.4597549)
node,4640098336,POINT (-0.1356013 51.460736)
node,4640157309,POINT (-0.0937282 51.5120383)
node,4640244875,POINT (-0.1365638 51.4621878)
node,4640559190,POINT (-0.2182119 51.4253587)
node,4643207890,POINT (-0.197968 51.5417246)
node,4649408362,POINT (-0.1162105 51.4639407)
node,4649408363,POINT (-0.1162292 51.4641118)
node,4649408365,POINT (-0.115717 51.4638954)
node,4649469860,POINT (-0.1137458 51.4628243)
node,4650903038,POINT (-0.018882 51.4759934)
node,4656515353,POINT (-0.1185369 51.5178925)
node,4658226951,POINT (-0.0625915 51.5265565)
node,4666157966,POINT (-0.1645391 51.4609962)
node,4668146652,POINT (-0.138772 51.5125442)
node,4668146653,POINT (-0.1386022 51.5126309)
node,4668146654,POINT (-0.1389199 51.5126537)
node,4668146655,POINT (-0.1388922 51.5128071)
node,4668146656,POINT (-0.1389316 51.5127947)
node,4668657495,POINT (-0.2008455 51.5739999)
node,4670516188,POINT (-0.0983217 51.5194111)
node,4677251801,POINT (-0.1796837 51.5424311)
node,4677347890,POINT (-0.1380188 51.5090714)
node,4680953865,POINT (-0.128967 51.5098342)
node,4681136862,POINT (-0.1051801 51.5147451)
node,4683826103,POINT (-0.1091644 51.5154619)
node,4684958736,POINT (-0.0837366 51.5112659)
node,4684958737,POINT (-0.0837459 51.51123)
node,4685241493,POINT (-0.1097449 51.5144774)
node,4685641267,POINT (-0.0809603 51.4988293)
node,4685840913,POINT (-0.0263138 51.5443467)
node,4685849442,POINT (-0.0270597 51.5442508)
node,4686588217,POINT (-0.178477 51.5593311)
node,4687696983,POINT (-0.1048042 51.5121599)
node,4687847193,POINT (-0.146052 51.5770533)
node,4689738628,POINT (-0.142169 51.5748827)
node,4690917091,POINT (-0.1516726 51.5216)
node,4691563249,POINT (-0.1416743 51.5743393)
node,4691563250,POINT (-0.141722 51.5743864)
node,4691593753,POINT (-0.1399557 51.5725344)
node,4691593762,POINT (-0.1403503 51.5729624)
node,4691813094,POINT (-0.138682 51.5056905)
node,4692922609,POINT (-0.1128826 51.4714895)
node,4693256690,POINT (-0.1589935 51.5224229)
node,4693286254,POINT (-0.3708259 51.5759256)
node,4693286263,POINT (-0.3708829 51.5736831)
node,4693333791,POINT (-0.1213916 51.5303138)
node,4693607089,POINT (-0.126007 51.5433673)
node,4693652989,POINT (-0.1326481 51.5140756)
node,4693825246,POINT (-0.3660159 51.4950641)
node,4696258590,POINT (-0.1422111 51.5208291)
node,4697297510,POINT (-0.1047604 51.5051339)
node,4699403077,POINT (-0.1490915 51.4414548)
node,4699444809,POINT (-0.1492279 51.4418086)
node,4702641536,POINT (-0.0778547 51.5201345)
node,4705700760,POINT (-0.0940882 51.5048776)
node,4705711288,POINT (-0.0787324 51.5168727)
node,4706545175,POINT (-0.3704718 51.5745848)
node,4707402189,POINT (-0.2122184 51.3551779)
node,4707402190,POINT (-0.2080934 51.3720774)
node,4708213289,POINT (-0.2121199 51.3552015)
node,4710336600,POINT (-0.348083 51.5687312)
node,4713808490,POINT (-0.2815078 51.5620191)
node,4714329944,POINT (-0.0822484 51.5213798)
node,4714329945,POINT (-0.0815874 51.5213285)
node,4717106017,POINT (-0.1126226 51.5225417)
node,4717389945,POINT (-0.135122 51.4600992)
node,4717389951,POINT (-0.1347959 51.4598949)
node,4717389952,POINT (-0.1346648 51.4598444)
node,4718553520,POINT (-0.0791712 51.5119115)
node,4719617988,POINT (-0.1050593 51.5139071)
node,4721064921,POINT (-0.1540174 51.4660224)
node,4721294786,POINT (-0.1624764 51.5017728)
node,4726080885,POINT (-0.1678436 51.4631113)
node,4728684961,POINT (-0.1070763 51.5127038)
node,4736199921,POINT (-0.1295724 51.5111248)
node,4742984354,POINT (-0.3708685 51.5736057)
node,4748388153,POINT (-0.1853373 51.4583371)
node,4750544121,POINT (-0.0809476 51.5036326)
node,4751507285,POINT (-0.136275 51.5081367)
node,4751839926,POINT (-0.1251837 51.5337025)
node,4757068123,POINT (-0.081654 51.500486)
node,4757068223,POINT (-0.1648609 51.4254615)
node,4757096821,POINT (-0.1459378 51.5143096)
node,4757145523,POINT (-0.166097 51.488679)
node,4757167421,POINT (-0.1880712 51.4788435)
node,4757924037,POINT (-0.1112967 51.514171)
node,4757958995,POINT (-0.1114517 51.5145682)
node,4768957909,POINT (-0.1216211 51.5146883)
node,4770979825,POINT (-0.2155326 51.4935455)
node,4772960925,POINT (-0.121845 51.5143821)
node,4774928462,POINT (-0.0828304 51.50434)
node,4776826411,POINT (-0.1192233 51.5161716)
node,4777552324,POINT (-0.1054996 51.5299365)
node,4778412049,POINT (-0.1204476 51.5111264)
node,4778468871,POINT (-0.1213069 51.5106847)
node,4779514963,POINT (-0.0912496 51.5063)
node,4781209342,POINT (-0.0897728 51.505179)
node,4784656734,POINT (-0.0736817 51.5036857)
node,4784656739,POINT (-0.0714723 51.5027162)
node,4790853007,POINT (-0.187597 51.5117361)
node,4792984049,POINT (-0.4379939 51.569623)
node,4794842221,POINT (-0.1139174 51.4614665)
node,4802031238,POINT (-0.0782004 51.526351)
node,4807975206,POINT (-0.0109734 51.5629373)
node,4812013271,POINT (-0.0719758 51.5309943)
node,4818237820,POINT (-0.0854907 51.4489364)
node,4818238021,POINT (-0.0855615 51.4488195)
node,4824220264,POINT (-0.1272843 51.51236)
node,4828959852,POINT (-0.1506949 51.5139474)
node,4830249623,POINT (-0.3068275 51.4585515)
node,4836118055,POINT (-0.1221443 51.5093559)
node,4836960561,POINT (-0.0976083 51.5219865)
node,4837200721,POINT (-0.1272434 51.5123555)
node,4837714993,POINT (-0.1142641 51.5544917)
node,4841576633,POINT (-0.1808493 51.4650641)
node,4842270130,POINT (-0.1247068 51.5230394)
node,4845645538,POINT (-0.0940417 51.4859598)
node,4847174387,POINT (-0.1303477 51.5092559)
node,4847613701,POINT (-0.131614 51.5086924)
node,4849880313,POINT (-0.174425 51.4534294)
node,4849928822,POINT (-0.135628 51.5137633)
node,4851783041,POINT (-0.1319337 51.5093353)
node,4851783412,POINT (-0.1319833 51.5093089)
node,4851789828,POINT (-0.1318771 51.5093573)
node,4851792812,POINT (-0.1318134 51.5093849)
node,4853495566,POINT (-0.0910675 51.5281744)
node,4853495567,POINT (-0.090971 51.5281544)
node,4853841277,POINT (-0.1288445 51.5100094)
node,4853841278,POINT (-0.1293187 51.5101625)
node,4854725836,POINT (-0.1294546 51.5107495)
node,4854742876,POINT (-0.1294241 51.510683)
node,4855558087,POINT (-0.1873946 51.5108923)
node,4855558090,POINT (-0.1877038 51.5103588)
node,4856368565,POINT (-0.1328562 51.5647827)
node,4857705971,POINT (-0.1559948 51.5205158)
node,4864132604,POINT (-0.1324927 51.5105033)
node,4864171060,POINT (-0.132792 51.5113794)
node,4865627308,POINT (-0.1326565 51.5111794)
node,4865703244,POINT (-0.1325185 51.5110122)
node,4865710160,POINT (-0.132438 51.511166)
node,4865721590,POINT (-0.1324064 51.510886)
node,4867163668,POINT (-0.0884793 51.5053618)
node,4867163669,POINT (-0.0886014 51.5054061)
node,4871656929,POINT (-0.1296262 51.5111179)
node,4874283502,POINT (-0.1319262 51.5109844)
node,4874956310,POINT (-0.1241516 51.4802176)
node,4875921414,POINT (-0.1310658 51.5110357)
node,4875985486,POINT (-0.1318812 51.5118962)
node,4876088455,POINT (-0.1318301 51.5108443)
node,4876142204,POINT (-0.1319918 51.5118529)
node,4876765582,POINT (-0.1497579 51.4664745)
node,4877345309,POINT (-0.131901 51.5109408)
node,4878040962,POINT (-0.1909883 51.5028327)
node,4880873822,POINT (-0.1316679 51.5140947)
node,4888948829,POINT (-0.1330702 51.5090603)
node,4888948830,POINT (-0.1328503 51.5091454)
node,4888948832,POINT (-0.1327483 51.509379)
node,4889610990,POINT (-0.1321075 51.5086763)
node,4890073729,POINT (-0.0782111 51.503287)
node,4890697475,POINT (-0.0702843 51.5139267)
node,4892622323,POINT (-0.1223637 51.5121829)
node,4899105471,POINT (-0.1136151 51.5216165)
node,4899152038,POINT (-0.0935388 51.5122096)
node,4920038901,POINT (-0.1377421 51.5058661)
node,4922741801,POINT (-0.1130176 51.4618844)
node,4926469139,POINT (-0.1829255 51.4130837)
node,4926469140,POINT (-0.1829356 51.4129999)
node,4926469141,POINT (-0.1829436 51.4129049)
node,4926469142,POINT (-0.1830679 51.4131124)
node,4926469143,POINT (-0.1832243 51.4130937)
node,4926469144,POINT (-0.1832263 51.4130499)
node,4931014123,POINT (-0.1573206 51.4991905)
node,4932273722,POINT (-0.1178185 51.5201852)
node,4933091871,POINT (-0.1110781 51.461165)
node,4934970023,POINT (-0.0855562 51.5216648)
node,4937210325,POINT (-0.1586997 51.5225761)
node,4938447104,POINT (-0.2148833 51.464441)
node,4940865725,POINT (-0.1220694 51.5811112)
node,4947820527,POINT (-0.1421671 51.5908701)
node,4947820529,POINT (-0.1419666 51.5908781)
node,4954374385,POINT (-0.091747 51.5029291)
node,4959104821,POINT (-0.1346844 51.5661808)
node,4960301222,POINT (-0.1246144 51.52306)
node,4966906721,POINT (-0.1326653 51.5115503)
node,4971073722,POINT (-0.141796 51.5131733)
node,4972265300,POINT (0.1864425 51.5779321)
node,4975270289,POINT (-0.1380407 51.4825105)
node,4977145878,POINT (-0.0575013 51.5434969)
node,4982761835,POINT (-0.0962783 51.5151522)
node,4986946222,POINT (-0.1109801 51.5221016)
node,5003524659,POINT (-0.0569829 51.488211)
node,5005993021,POINT (-0.0912076 51.5036416)
node,5009334241,POINT (-0.1387318 51.5127258)
node,5009334242,POINT (-0.1387749 51.5127628)
node,5012281308,POINT (-0.1228224 51.5121096)
node,5018745922,POINT (-0.1092311 51.5956336)
node,5022674221,POINT (-0.2636536 51.5970842)
node,5026549682,POINT (0.0105257 51.3760826)
node,5026858721,POINT (-0.0542423 51.5542315)
node,5031714609,POINT (-0.1264086 51.5070663)
node,5036334995,POINT (-0.1357685 51.5134966)
node,5037491479,POINT (-0.2562618 51.5541606)
node,5037649421,POINT (-0.1411792 51.5077101)
node,5038895988,POINT (-0.0189297 51.5114308)
node,5044082757,POINT (-0.1524366 51.5389602)
node,5046216221,POINT (-0.1191526 51.5160761)
node,5046858993,POINT (-0.1679198 51.5142826)
node,5047029662,POINT (-0.0931297 51.5130172)
node,5050323144,POINT (-0.0950851 51.4999634)
node,5052256070,POINT (-0.1331754 51.5144557)
node,5062546879,POINT (-0.1355781 51.4624816)
node,5062549528,POINT (-0.1390177 51.4608319)
node,5067116998,POINT (-0.0939569 51.5009181)
node,5068396348,POINT (-0.0941227 51.4843181)
node,5071317264,POINT (-0.1827609 51.4953152)
node,5071317265,POINT (-0.1835649 51.4980875)
node,5071317270,POINT (-0.1835972 51.4978459)
node,5071317271,POINT (-0.1834278 51.4951445)
node,5071317276,POINT (-0.1825127 51.4946976)
node,5071317283,POINT (-0.1829032 51.4957009)
node,5071407024,POINT (-0.3005695 51.4141222)
node,5079952022,POINT (-0.0791566 51.527085)
node,5080944389,POINT (-0.0984562 51.498171)
node,5082701121,POINT (-0.2362321 51.4931373)
node,5083514200,POINT (-0.1304357 51.5136139)
node,5087949243,POINT (-0.1175273 51.4672251)
node,5094722193,POINT (-0.0582425 51.5074209)
node,5098242210,POINT (-0.1284176 51.4987853)
node,5100066896,POINT (-0.0948836 51.4864415)
node,5101640775,POINT (-0.1921672 51.4021813)
node,5102158708,POINT (-0.1771282 51.4925333)
node,5105589548,POINT (-0.1965981 51.3998198)
node,5105589551,POINT (-0.1966182 51.399752)
node,5105677656,POINT (-0.1954865 51.4009663)
node,5105678729,POINT (-0.195736 51.4007146)
node,5106536366,POINT (-0.3205897 51.506149)
node,5108070425,POINT (-0.0675595 51.5161158)
node,5109068821,POINT (-0.3372142 51.5152715)
node,5109299421,POINT (-0.120686 51.5123957)
node,5109300705,POINT (-0.3851974 51.5955349)
node,5109300709,POINT (-0.3315758 51.5838443)
node,5110782987,POINT (-0.122974 51.5115861)
node,5111097256,POINT (-0.1354051 51.4625377)
node,5119372358,POINT (-0.1334075 51.4966829)
node,5122195003,POINT (-0.3319318 51.5834857)
node,5122195006,POINT (-0.3321728 51.5827811)
node,5126668377,POINT (-0.1488842 51.4470513)
node,5130850751,POINT (-0.1265473 51.4858457)
node,5139797188,POINT (-0.1053028 51.4399111)
node,5141446708,POINT (-0.2200913 51.503085)
node,5141526017,POINT (-0.198194 51.5960935)
node,5141528233,POINT (-0.3119207 51.6179165)
node,5141559355,POINT (-0.1059669 51.4406441)
node,5141589363,POINT (-0.1064086 51.4394461)
node,5142968776,POINT (-0.1037532 51.4348612)
node,5144574021,POINT (-0.0799987 51.5309927)
node,5144891972,POINT (-0.1042186 51.4308145)
node,5149378818,POINT (-0.187111 51.5114728)
node,5150570900,POINT (-0.1402334 51.5117878)
node,5155350151,POINT (-0.0986681 51.5779515)
node,5157856421,POINT (-0.1139365 51.4616383)
node,5163825194,POINT (-0.1444604 51.5896002)
node,5168205904,POINT (-0.1988253 51.4805899)
node,5169048355,POINT (-0.3817504 51.5854589)
node,5174419723,POINT (-0.1883029 51.5127221)
node,5174834547,POINT (-0.1233136 51.5801445)
node,5178055421,POINT (-0.1210753 51.5591413)
node,5178568899,POINT (-0.3715253 51.5720944)
node,5178568903,POINT (-0.3703398 51.5775064)
node,5190727230,POINT (-0.30523 51.5109928)
node,5195083522,POINT (-0.0287953 51.4704889)
node,5196221270,POINT (-0.373538 51.5616773)
node,5196221271,POINT (-0.3736456 51.5616542)
node,5196221280,POINT (-0.358738 51.5604543)
node,5196663659,POINT (-0.0715214 51.5072041)
node,5198143021,POINT (-0.3713897 51.5623411)
node,5198351003,POINT (-0.0924836 51.5121916)
node,5198351005,POINT (-0.0911283 51.5119579)
node,5198354565,POINT (-0.0907739 51.5120591)
node,5200361721,POINT (-0.1411737 51.4941556)
node,5204905093,POINT (-0.1915408 51.4157274)
node,5205813439,POINT (-0.1387383 51.4972317)
node,5206426138,POINT (-0.078321 51.5176922)
node,5208072987,POINT (-0.1375558 51.4987428)
node,5210912040,POINT (-0.1221577 51.5337405)
node,5210995810,POINT (-0.0769001 51.504103)
node,5211005613,POINT (-0.0805482 51.5237301)
node,5211863371,POINT (-0.1434391 51.4983686)
node,5212361525,POINT (-0.1364073 51.5113011)
node,5213615294,POINT (-0.1434676 51.4972145)
node,5213615295,POINT (-0.1434448 51.4975534)
node,5213629664,POINT (-0.1434903 51.4974082)
node,5213629665,POINT (-0.143312 51.497407)
node,5213638733,POINT (-0.1437179 51.4978202)
node,5213638734,POINT (-0.1441731 51.4971897)
node,5213639522,POINT (-0.1432447 51.4967914)
node,5213641708,POINT (-0.1436932 51.4971905)
node,5213644971,POINT (-0.1439577 51.4968289)
node,5213652929,POINT (-0.1439692 51.4974553)
node,5215406428,POINT (-0.1446368 51.4973062)
node,5218118728,POINT (-0.0846072 51.5195083)
node,5218118729,POINT (-0.0846536 51.5194298)
node,5218118740,POINT (-0.0828326 51.516884)
node,5224711701,POINT (-0.0809588 51.5372112)
node,5224761621,POINT (-0.2770149 51.6123115)
node,5241881521,POINT (-0.1587294 51.4935917)
node,5243940875,POINT (-0.1406778 51.4879486)
node,5248732621,POINT (-0.0757094 51.5445381)
node,5252189331,POINT (-0.1361822 51.516666)
node,5252212721,POINT (-0.1268698 51.5145619)
node,5253890621,POINT (-0.0838331 51.5021583)
node,5261625481,POINT (-0.3716282 51.5729058)
node,5261912103,POINT (-0.3084022 51.6177255)
node,5266394243,POINT (-0.0205727 51.5010481)
node,5271975924,POINT (-0.1674594 51.4771547)
node,5273233910,POINT (-0.1479034 51.4945872)
node,5275329026,POINT (-0.0263978 51.4808215)
node,5285614573,POINT (-0.1508595 51.5158924)
node,5289858642,POINT (-0.0915275 51.5122096)
node,5295355691,POINT (-0.1222888 51.5202084)
node,5296109722,POINT (-0.1422252 51.5396286)
node,5296186422,POINT (-0.1251053 51.5328283)
node,5296303423,POINT (-0.0950046 51.5038413)
node,5299108171,POINT (-0.1773384 51.5006057)
node,5300942195,POINT (-0.3080437 51.4106776)
node,5303059306,POINT (-0.1398745 51.4620713)
node,5306635703,POINT (-0.1563904 51.4900818)
node,5312134122,POINT (-0.1099638 51.5214838)
node,5316321148,POINT (-0.1592266 51.498709)
node,5316962367,POINT (0.064724 51.4910343)
node,5316978939,POINT (0.0633529 51.4936171)
node,5328197697,POINT (-0.2255342 51.4902858)
node,5328197698,POINT (-0.1611611 51.5150909)
node,5329414521,POINT (-0.0807214 51.5106651)
node,5329493921,POINT (-0.0914023 51.5045588)
node,5329703235,POINT (-0.1496003 51.4430631)
node,5333396121,POINT (-0.0673691 51.4698829)
node,5335200244,POINT (-0.0840212 51.5121575)
node,5337345912,POINT (-0.1779439 51.5187245)
node,5341537622,POINT (-0.1291585 51.5152872)
node,5341681979,POINT (-0.1123315 51.5134404)
node,5344198921,POINT (-0.4742944 51.4819193)
node,5344783291,POINT (-0.1011895 51.5056969)
node,5346954567,POINT (0.0089239 51.5163309)
node,5346954568,POINT (0.0091422 51.5164553)
node,5348734802,POINT (-0.1263201 51.4796363)
node,5349547621,POINT (0.1092712 51.4620902)
node,5350349374,POINT (-0.1574706 51.4994115)
node,5350349375,POINT (-0.1577868 51.4993748)
node,5353357022,POINT (-0.0672112 51.4709467)
node,5358972065,POINT (-0.1560067 51.5018522)
node,5358972066,POINT (-0.1561499 51.5021015)
node,5362992296,POINT (-0.0938191 51.4837986)
node,5363937021,POINT (-0.0361616 51.4644775)
node,5364858886,POINT (-0.1275042 51.5173424)
node,5366278832,POINT (-0.0666409 51.4655219)
node,5368213508,POINT (-0.1234761 51.4710392)
node,5370783338,POINT (0.180232 51.5749668)
node,5370783339,POINT (0.1799564 51.5749218)
node,5370783341,POINT (0.1793984 51.5748057)
node,5370783369,POINT (0.1827198 51.5756018)
node,5370783371,POINT (0.1830806 51.5753234)
node,5370783632,POINT (0.182782 51.5761493)
node,5370783639,POINT (0.1815549 51.5762527)
node,5375552649,POINT (-0.4095869 51.5998085)
node,5375552656,POINT (-0.408036 51.5894405)
node,5381988521,POINT (-0.1378103 51.5409129)
node,5382875189,POINT (0.1787715 51.5802351)
node,5382875191,POINT (0.1795277 51.5794325)
node,5382875220,POINT (0.182044 51.5799949)
node,5383017080,POINT (0.1833298 51.5782214)
node,5383017321,POINT (0.1831907 51.5774735)
node,5384725866,POINT (0.0413735 51.5076967)
node,5390805446,POINT (-0.1683953 51.5938786)
node,5392665524,POINT (-0.1866091 51.439489)
node,5392665529,POINT (-0.0550835 51.5432586)
node,5401978063,POINT (-0.1405954 51.5238171)
node,5406251921,POINT (-0.0626214 51.5170172)
node,5409671321,POINT (-0.1256946 51.5091438)
node,5409886222,POINT (-0.1449086 51.5102904)
node,5409893122,POINT (-0.1478097 51.5112502)
node,5411808174,POINT (-0.1009415 51.4926052)
node,5414415422,POINT (-0.1393726 51.5342702)
node,5416084203,POINT (-0.371531 51.5722496)
node,5416084204,POINT (-0.3714885 51.5737096)
node,5416406227,POINT (-0.2200226 51.5340822)
node,5417354028,POINT (-0.1915921 51.5505625)
node,5418264731,POINT (-0.0728015 51.5159971)
node,5418356721,POINT (-0.1318288 51.5111387)
node,5418460326,POINT (-0.1208705 51.5122537)
node,5419174368,POINT (-0.1748732 51.6308559)
node,5425602678,POINT (-0.1764143 51.6190166)
node,5426204892,POINT (-0.0958026 51.4886563)
node,5426253721,POINT (-0.1612992 51.4917193)
node,5427102546,POINT (-0.1302381 51.5136518)
node,5430565222,POINT (-0.1305273 51.513328)
node,5431346127,POINT (-0.0386595 51.4907929)
node,5434305409,POINT (-0.1005093 51.4280152)
node,5435838662,POINT (-0.1221532 51.5338316)
node,5435868512,POINT (0.0131291 51.5178122)
node,5439444283,POINT (-0.2739072 51.4083935)
node,5449546322,POINT (-0.135021 51.4638562)
node,5451273863,POINT (-0.1340565 51.5138415)
node,5452201038,POINT (-0.1872374 51.5105785)
node,5454295810,POINT (-0.1270911 51.5139899)
node,5459152927,POINT (-0.4868233 51.47006)
node,5460436160,POINT (-0.1325693 51.5127729)
node,5470318115,POINT (-0.1350279 51.5146779)
node,5471017601,POINT (-0.114384 51.5545749)
node,5482910413,POINT (0.017779 51.4038981)
node,5483343924,POINT (-0.2017585 51.484662)
node,5483404021,POINT (-0.0713934 51.5187403)
node,5483789422,POINT (-0.1317583 51.5107132)
node,5483792422,POINT (-0.195069 51.515538)
node,5493149390,POINT (-0.0984717 51.5038535)
node,5497947506,POINT (-0.1349748 51.5111635)
node,5497947507,POINT (-0.1345554 51.5114939)
node,5498271134,POINT (0.0707334 51.4950764)
node,5500146392,POINT (-0.1351471 51.5108012)
node,5500146395,POINT (-0.1352549 51.5108066)
node,5500973729,POINT (-0.1368424 51.5106652)
node,5502420530,POINT (-0.1374895 51.5107616)
node,5502433551,POINT (-0.1371345 51.5107435)
node,5509518521,POINT (-0.1557101 51.5145656)
node,5512449347,POINT (-0.1851399 51.4334863)
node,5520355399,POINT (-0.1364903 51.5116724)
node,5535576855,POINT (-0.1370023 51.4821099)
node,5537828669,POINT (0.0025813 51.4585529)
node,5538022524,POINT (-0.3319688 51.4503229)
node,5543752856,POINT (-0.3000985 51.4866103)
node,5547625953,POINT (0.0054682 51.4587669)
node,5549072487,POINT (0.0051278 51.458583)
node,5563814677,POINT (-0.1103572 51.5027744)
node,5568368537,POINT (-0.1389569 51.5126889)
node,5568368538,POINT (-0.1387417 51.5125182)
node,5568368540,POINT (-0.1389737 51.5127806)
node,5568440399,POINT (-0.0183078 51.4477789)
node,5574210921,POINT (-0.0031738 51.4592955)
node,5574583511,POINT (-0.0020432 51.4588639)
node,5574604104,POINT (-0.0041939 51.4597265)
node,5577635550,POINT (-0.1393343 51.5129198)
node,5579276529,POINT (-0.0747409 51.5454869)
node,5579277821,POINT (-0.0562229 51.5285808)
node,5590535373,POINT (0.0112692 51.5169773)
node,5595288322,POINT (-0.1291801 51.5172283)
node,5602709596,POINT (-0.0571002 51.5341865)
node,5603178921,POINT (-0.072833 51.5236575)
node,5607090322,POINT (-0.1034787 51.50424)
node,5612188825,POINT (-0.1548474 51.5191942)
node,5613475822,POINT (-0.1598077 51.501755)
node,5613907703,POINT (-0.0714606 51.4731458)
node,5633817922,POINT (-0.10067 51.5463589)
node,5636440979,POINT (-0.1421196 51.5129193)
node,5638790171,POINT (-0.1416412 51.5133164)
node,5639832823,POINT (-0.1709129 51.4707801)
node,5643033214,POINT (-0.142295 51.5124622)
node,5643141168,POINT (-0.1424438 51.5119693)
node,5643747843,POINT (-0.2900815 51.479689)
node,5648711699,POINT (-0.142892 51.5112652)
node,5650354930,POINT (-0.1871377 51.4407667)
node,5650354933,POINT (-0.1870881 51.4405602)
node,5650354934,POINT (-0.1871635 51.4408684)
node,5655220885,POINT (-0.141036 51.5123491)
node,5658171070,POINT (-0.1394127 51.511025)
node,5658171071,POINT (-0.1395147 51.5111351)
node,5658200133,POINT (-0.1396714 51.5113855)
node,5661998121,POINT (-0.091782 51.5126188)
node,5661998122,POINT (-0.0919606 51.5124503)
node,5678299609,POINT (-0.0754473 51.5467719)
node,5679099592,POINT (0.1218796 51.4543412)
node,5680946881,POINT (-0.1379554 51.5093756)
node,5683731025,POINT (-0.1371041 51.5093488)
node,5686077722,POINT (-0.0872406 51.5148639)
node,5690795562,POINT (0.0060754 51.546838)
node,5695229708,POINT (-0.149641 51.3596729)
node,5696017932,POINT (-0.0928454 51.5124554)
node,5696025677,POINT (-0.0927123 51.5124815)
node,5696763154,POINT (-0.1493654 51.3599585)
node,5706501821,POINT (-0.1324358 51.4946789)
node,5712228221,POINT (-0.1174863 51.5198728)
node,5712609021,POINT (-0.1328456 51.5144391)
node,5713108954,POINT (-0.1042652 51.4530386)
node,5713113425,POINT (-0.1038884 51.4529342)
node,5714712977,POINT (-0.1417501 51.5081363)
node,5714885413,POINT (-0.1268627 51.632422)
node,5718088032,POINT (-0.1578669 51.5818863)
node,5723935031,POINT (-0.1431367 51.5082498)
node,5724481760,POINT (-0.1432995 51.5084143)
node,5724541750,POINT (-0.1436037 51.5086434)
node,5726497961,POINT (-0.0942771 51.5049005)
node,5742592713,POINT (-0.1443836 51.511358)
node,5749897897,POINT (-0.2447111 51.6158117)
node,5749900021,POINT (-0.2455211 51.615562)
node,5751200089,POINT (-0.1392549 51.3195015)
node,5751200091,POINT (-0.1392375 51.3196088)
node,5751906122,POINT (-0.1183233 51.5582845)
node,5761480754,POINT (-0.127931 51.5244813)
node,5762034701,POINT (-0.2486722 51.6139245)
node,5762034726,POINT (-0.2480525 51.6142206)
node,5762034729,POINT (-0.2486528 51.61398)
node,5762034735,POINT (-0.2796166 51.5979327)
node,5762034747,POINT (-0.2470078 51.6146226)
node,5764852030,POINT (-0.1461126 51.5126169)
node,5771279655,POINT (-0.2018725 51.5407729)
node,5774063818,POINT (-0.0693762 51.4696491)
node,5776296795,POINT (-0.1483117 51.5139831)
node,5776941758,POINT (-0.1356246 51.3225666)
node,5776941763,POINT (-0.1359015 51.3223771)
node,5776941765,POINT (-0.1360034 51.3223034)
node,5777433439,POINT (-0.2848713 51.5940533)
node,5779352278,POINT (0.0058893 51.55207)
node,5780320931,POINT (-0.1363397 51.3218366)
node,5780513166,POINT (-0.0693298 51.4701094)
node,5780658521,POINT (-0.1463976 51.5131306)
node,5784878092,POINT (-0.0679632 51.3824309)
node,5790048106,POINT (-0.147705 51.5143223)
node,5792290053,POINT (-0.3049228 51.5121796)
node,5795441939,POINT (-0.1005943 51.3726584)
node,5796262653,POINT (-0.3050737 51.5113299)
node,5796920750,POINT (-0.0944231 51.348305)
node,5797011700,POINT (-0.0975307 51.3564377)
node,5798900529,POINT (0.0053967 51.5004912)
node,5799867668,POINT (-0.0982037 51.3531505)
node,5805280960,POINT (-0.098602 51.3516295)
node,5806412061,POINT (-0.1230158 51.3333856)
node,5809993973,POINT (-0.0380925 51.3509322)
node,5812510142,POINT (0.0055703 51.5530262)
node,5813061965,POINT (0.1324113 51.420652)
node,5814050156,POINT (0.0050061 51.554021)
node,5814211890,POINT (0.0053622 51.5542824)
node,5816593641,POINT (-0.1769235 51.5159939)
node,5817850003,POINT (-0.0882479 51.5171058)
node,5827972435,POINT (-0.0061342 51.5434314)
node,5827972436,POINT (-0.0063469 51.5433007)
node,5827972438,POINT (-0.0069849 51.5429083)
node,5827972441,POINT (-0.0072401 51.5432219)
