element_type,osmid,geometry
way,30210621,"POLYGON ((-0.1431795 51.5693551, -0.1434918 51.5691776, -0.1436059 51.5692546, -0.1436508 51.5692868, -0.1433622 51.5694626, -0.1432806 51.5694136, -0.1431795 51.5693551))"
way,30734422,"POLYGON ((-0.127032 51.5089115, -0.1270319 51.5087476, -0.1269201 51.5087476, -0.1269201 51.5087264, -0.1263208 51.5087265, -0.1263209 51.50894, -0.1269248 51.5089399, -0.1269248 51.5089115, -0.127032 51.5089115))"
way,31110737,"POLYGON ((-0.0860856 51.503924, -0.0864252 51.5041172, -0.086717 51.5042388, -0.086981 51.5043487, -0.0869718 51.5043615, -0.0869002 51.5044612, -0.0868286 51.5045608, -0.0868501 51.5045864, -0.086679 51.50468, -0.0865094 51.5047728, -0.0862251 51.5046816, -0.0862427 51.504653, -0.0860078 51.5045227, -0.0860487 51.5044623, -0.0860454 51.5044013, -0.0859134 51.5043355, -0.0860883 51.5041957, -0.0861589 51.504228, -0.0861786 51.5042158, -0.0859555 51.5040965, -0.0860856 51.503924))"
way,31755876,"POLYGON ((-0.0997799 51.5189546, -0.0998063 51.5189374, -0.0998056 51.5189288, -0.0997868 51.5189145, -0.0997771 51.5189145, -0.0997646 51.518905, -0.099784 51.518895, -0.099757 51.5188709, -0.0998008 51.5188492, -0.099712 51.5187791, -0.099757 51.5187588, -0.0997388 51.5187432, -0.0997183 51.5187255, -0.0997068 51.5187157, -0.0996726 51.5187306, -0.0994742 51.5185869, -0.0993814 51.5186366, -0.0994622 51.5186942, -0.0995366 51.5187474, -0.0994246 51.5188064, -0.0994598 51.5188341, -0.0993117 51.5189074, -0.0992746 51.5188803, -0.0992082 51.5189136, -0.0992517 51.518944, -0.099164 51.5189854, -0.0992144 51.519024, -0.0990093 51.5191183, -0.099106 51.5191977, -0.099307 51.5191038, -0.0993438 51.5190893, -0.0993769 51.5190977, -0.0994069 51.5191017, -0.0994239 51.5191155, -0.0995087 51.5190811, -0.0994976 51.5190713, -0.0996414 51.5190059, -0.0996533 51.5190071, -0.0996639 51.519014, -0.0997289 51.5189859, -0.0997529 51.5190025, -0.0998073 51.5189744, -0.0997799 51.5189546))"
way,32864359,"POLYGON ((-0.29269 51.4410537, -0.2932136 51.4408985, -0.2938316 51.4408504, -0.2941663 51.4408985, -0.2943466 51.4410162, -0.2947671 51.4414014, -0.2950418 51.4416047, -0.2951877 51.4417652, -0.2954023 51.4420648, -0.2952821 51.4424554, -0.2950761 51.4428566, -0.2949731 51.4436216, -0.2948734 51.4444918, -0.2948922 51.4446247, -0.2950469 51.4447687, -0.2951021 51.444918, -0.295038 51.4453859, -0.2953182 51.4459477, -0.2953252 51.4461267, -0.2951877 51.4463017, -0.2951323 51.446308, -0.2949216 51.4462429, -0.2947671 51.4460824, -0.2946384 51.4458524, -0.2946126 51.4455635, -0.294544 51.4453923, -0.2941577 51.4448365, -0.2940293 51.4446721, -0.2939806 51.4446779, -0.2939242 51.4446699, -0.2938949 51.4446171, -0.2938847 51.4445581, -0.2939174 51.4443468, -0.2938826 51.4443464, -0.2937878 51.4443403, -0.2936696 51.4441448, -0.2935897 51.4433525, -0.2935372 51.4428129, -0.2937242 51.4427947, -0.2936244 51.4425426, -0.293617 51.4425196, -0.2935366 51.4423498, -0.2934282 51.4422895, -0.2931535 51.4419632, -0.2926986 51.4416796, -0.2926385 51.4414335, -0.29269 51.4410537))"
way,33721672,"POLYGON ((-0.1232616 51.513011, -0.1233905 51.5129428, -0.1235035 51.5128824, -0.1235546 51.5128549, -0.1235628 51.512861, -0.12362 51.512832, -0.1235999 51.5128134, -0.1236122 51.5128068, -0.1235641 51.5127639, -0.1235159 51.5127211, -0.1234678 51.5126783, -0.1234196 51.5126355, -0.1233715 51.5125926, -0.1233233 51.5125498, -0.1233177 51.5125528, -0.1232962 51.5125344, -0.1232881 51.5125379, -0.1232704 51.5125232, -0.1232789 51.5125195, -0.1232064 51.5124572, -0.1231368 51.5123984, -0.1231052 51.512372, -0.1230808 51.5123512, -0.1223711 51.5126594, -0.1220503 51.5123823, -0.1220146 51.5123983, -0.1219862 51.512411, -0.1218755 51.5124606, -0.1218035 51.5124929, -0.1217315 51.5125252, -0.1216595 51.5125575, -0.1215875 51.5125898, -0.1215155 51.5126221, -0.1214735 51.5126432, -0.1213927 51.5126787, -0.1213827 51.5126846, -0.1215145 51.5128016, -0.1215217 51.5127974, -0.1215953 51.512854, -0.1215819 51.5128615, -0.1218018 51.5130203, -0.1218862 51.5129781, -0.1219241 51.5130067, -0.121866 51.5130375, -0.1220422 51.5131658, -0.1220831 51.5131957, -0.1221336 51.5131688, -0.1221932 51.5132081, -0.1221378 51.513241, -0.1223955 51.5134089, -0.1224509 51.513376, -0.1225054 51.513417, -0.1229002 51.513203, -0.1231898 51.5130506, -0.1232616 51.513011))"
way,33887712,"POLYGON ((-0.1591135 51.482101, -0.1591528 51.4820865, -0.159183 51.4820651, -0.1592011 51.482039, -0.1592053 51.4820106, -0.1591953 51.4819829, -0.159172 51.4819584, -0.1591377 51.4819396, -0.1590957 51.4819284, -0.1590503 51.4819257, -0.1590057 51.481932, -0.1589664 51.4819465, -0.1589362 51.4819678, -0.1589181 51.481994, -0.1589139 51.4820223, -0.1589239 51.4820501, -0.1589472 51.4820745, -0.1589815 51.4820933, -0.1590235 51.4821046, -0.159069 51.4821072, -0.1591135 51.482101))"
way,35535194,"POLYGON ((-0.0047105 51.4846014, -0.0050092 51.4845016, -0.0062738 51.484079, -0.0075109 51.4836693, -0.0081891 51.4834447, -0.0084657 51.4836214, -0.0090558 51.4835154, -0.0090791 51.4835112, -0.0091525 51.4834985, -0.0092424 51.4834828, -0.0094315 51.48345, -0.009257 51.4830916, -0.0092404 51.4830576, -0.0092282 51.4830351, -0.009216 51.4830126, -0.0091269 51.4828297, -0.008981 51.4825804, -0.0089403 51.4825114, -0.0088063 51.4822891, -0.0087704 51.4822483, -0.0087628 51.4822395, -0.0087247 51.4821926, -0.0086866 51.4821457, -0.0086781 51.4821352, -0.00864 51.4820908, -0.0086468 51.4820883, -0.0084512 51.4818312, -0.0084328 51.4818077, -0.0084165 51.4817869, -0.0080593 51.481331, -0.0080488 51.4813194, -0.0080331 51.4813086, -0.0080134 51.4813009, -0.0079832 51.4812962, -0.0079522 51.4812985, -0.0079245 51.4813063, -0.0071881 51.4815555, -0.0071555 51.4815666, -0.0071229 51.4815776, -0.0066872 51.4817251, -0.0067141 51.4817561, -0.0066988 51.4817612, -0.0066623 51.4817738, -0.0066258 51.4817865, -0.0065996 51.4817565, -0.0059373 51.4819796, -0.0047834 51.4823682, -0.0032757 51.4828801, -0.0032606 51.4828904, -0.0032542 51.4829035, -0.0032539 51.482919, -0.0032617 51.4829339, -0.0039028 51.4837241, -0.0039153 51.4837315, -0.0039354 51.4837324, -0.003981 51.4837175, -0.0040286 51.4837781, -0.004074 51.483836, -0.0040303 51.48385, -0.0040219 51.483864, -0.0040268 51.4838762, -0.0043243 51.4842114, -0.0046537 51.4845908, -0.0046631 51.4845996, -0.0046778 51.4846049, -0.0046948 51.4846056, -0.0047105 51.4846014))"
way,40234912,"POLYGON ((-0.1515477 51.5338272, -0.151625 51.5339927, -0.1518482 51.5340514, -0.1517537 51.5342383, -0.1518739 51.5344626, -0.1521486 51.533982, -0.1515477 51.5338272))"
way,41772567,"POLYGON ((-0.159072 51.5131991, -0.1588283 51.5132316, -0.1588011 51.5131524, -0.1590447 51.5131199, -0.159072 51.5131991))"
way,42176568,"POLYGON ((-0.2590734 51.4851039, -0.2590111 51.4850629, -0.2589269 51.4851085, -0.2589891 51.4851495, -0.2590734 51.4851039))"
way,42926987,"POLYGON ((-0.155274 51.5356483, -0.1548586 51.535629, -0.1548169 51.5356871, -0.1544326 51.535586, -0.1544328 51.5354938, -0.1543775 51.5354882, -0.1544404 51.5353973, -0.1545086 51.5352989, -0.1545167 51.5352871, -0.1545656 51.5352166, -0.1547146 51.5350318, -0.1555507 51.5352371, -0.1555371 51.5353057, -0.1554826 51.5354166, -0.155274 51.5356483))"
way,42926991,"POLYGON ((-0.1547799 51.5348969, -0.154709 51.5349288, -0.1546592 51.5349382, -0.154564 51.5349268, -0.1543944 51.5348818, -0.1543707 51.5348124, -0.1544101 51.5347565, -0.1544598 51.5347541, -0.1545349 51.5347641, -0.1545584 51.5347238, -0.1546187 51.5347144, -0.1546994 51.5347293, -0.1548557 51.5348014, -0.1547799 51.5348969))"
way,42926992,"POLYGON ((-0.1547654 51.5343683, -0.1547087 51.5343298, -0.1546855 51.5343365, -0.1546711 51.5343211, -0.1547038 51.5343056, -0.1546907 51.5342714, -0.1546278 51.5342606, -0.1545873 51.5342909, -0.1545048 51.5342958, -0.1544865 51.5343268, -0.1544488 51.534333, -0.1544027 51.5343137, -0.1543372 51.5343439, -0.1542886 51.5343089, -0.1543925 51.5342123, -0.1544896 51.5341788, -0.1545637 51.5341773, -0.1547818 51.5342009, -0.154902 51.5342346, -0.1549336 51.5342439, -0.1549679 51.5343027, -0.1548945 51.5343736, -0.154753 51.5344062, -0.1547405 51.5343927, -0.1547654 51.5343683))"
way,42926993,"POLYGON ((-0.1543775 51.5354882, -0.1541698 51.5354421, -0.1542258 51.5353463, -0.1542905 51.5352425, -0.1543737 51.5351108, -0.1544247 51.5351137, -0.1544813 51.5351565, -0.1545656 51.5352166, -0.1545167 51.5352871, -0.1545086 51.5352989, -0.1544404 51.5353973, -0.1543775 51.5354882))"
way,42926999,"POLYGON ((-0.1521754 51.5351035, -0.1524386 51.535255, -0.1524669 51.5352398, -0.1525066 51.5352673, -0.1525259 51.5352556, -0.1525459 51.5352435, -0.1525092 51.5352162, -0.1525411 51.5351955, -0.1522695 51.5350368, -0.1522228 51.5350674, -0.1521754 51.5351035))"
way,42927001,"POLYGON ((-0.1529187 51.5349562, -0.1528037 51.5350411, -0.1525885 51.5350745, -0.1524774 51.5350623, -0.1523967 51.5350373, -0.1523511 51.5350074, -0.152343 51.5349688, -0.1523313 51.5349104, -0.1523096 51.5347799, -0.1523402 51.5347442, -0.1524139 51.5347261, -0.1525336 51.5347163, -0.1527067 51.5347419, -0.1528529 51.5347792, -0.1529272 51.5348205, -0.1529604 51.5348597, -0.1529187 51.5349562))"
way,42927005,"POLYGON ((-0.1528759 51.5338687, -0.1528065 51.533836, -0.1528325 51.5337413, -0.1526971 51.5336901, -0.1524947 51.5336552, -0.1524084 51.5337976, -0.1522771 51.5339813, -0.1521632 51.5342099, -0.1520338 51.5344427, -0.1520094 51.5345991, -0.1520104 51.53472, -0.1522174 51.5347404, -0.1522474 51.5347008, -0.1523888 51.534689, -0.1529183 51.5346988, -0.1532084 51.5344121, -0.1533529 51.5342399, -0.1533174 51.5341381, -0.1531474 51.5340159, -0.1530601 51.5338672, -0.1530176 51.5338437, -0.1529492 51.5338495, -0.1528759 51.5338687))"
way,42937559,"POLYGON ((-0.1514846 51.5338011, -0.1515521 51.5339845, -0.1514615 51.5339975, -0.151394 51.5338141, -0.1514846 51.5338011))"
way,42937567,"POLYGON ((-0.1541574 51.536714, -0.153835 51.5367528, -0.1536991 51.5364364, -0.154231 51.5363822, -0.1541574 51.536714))"
way,42937573,"POLYGON ((-0.1546185 51.5363742, -0.1542831 51.5364337, -0.154244 51.5363453, -0.1545823 51.5362876, -0.1546185 51.5363742))"
way,42980924,"POLYGON ((-0.1582346 51.5359628, -0.1567625 51.5363342, -0.1566938 51.5362113, -0.1570399 51.5361329, -0.1570654 51.536169, -0.157511 51.5360665, -0.1574962 51.5360406, -0.15779 51.5359805, -0.1581863 51.5358851, -0.1582346 51.5359628))"
way,42980928,"POLYGON ((-0.1591242 51.5357434, -0.1582346 51.5359628, -0.1581863 51.5358851, -0.1581769 51.5358699, -0.1584409 51.5358012, -0.1587629 51.5357175, -0.1590516 51.5356424, -0.1591242 51.5357434))"
way,42982143,"POLYGON ((-0.1586009 51.5356475, -0.1586802 51.5356243, -0.1589685 51.5355498, -0.1587967 51.5352855, -0.1584185 51.5353752, -0.1584965 51.5354906, -0.1585197 51.5355254, -0.1586009 51.5356475))"
way,42982146,"POLYGON ((-0.1582724 51.5354119, -0.1583479 51.5355256, -0.1583772 51.535562, -0.1584584 51.5356841, -0.1583688 51.5357058, -0.1581642 51.5357586, -0.1579878 51.5354811, -0.1582724 51.5354119))"
way,42982147,"POLYGON ((-0.1579878 51.5354811, -0.1569572 51.5357396, -0.1571551 51.5360662, -0.1582036 51.5358206, -0.1581642 51.5357586, -0.1579878 51.5354811))"
way,43015739,"POLYGON ((-0.1558143 51.5347431, -0.1561317 51.5348219, -0.1559177 51.5351553, -0.1559902 51.5351733, -0.1559482 51.5352388, -0.155885 51.5352231, -0.1558614 51.5352599, -0.1555348 51.5351788, -0.1558143 51.5347431))"
way,43015743,"POLYGON ((-0.1523851 51.5337294, -0.1521653 51.5336832, -0.1522215 51.5335796, -0.1524377 51.5336285, -0.1523851 51.5337294))"
way,43015744,"POLYGON ((-0.152515 51.5359015, -0.1524626 51.5358985, -0.1524304 51.5358856, -0.1523986 51.5358667, -0.1523466 51.5358675, -0.1523204 51.5358529, -0.1523187 51.5358156, -0.1523343 51.5357891, -0.152382 51.5357736, -0.1524325 51.5357571, -0.1524532 51.5357353, -0.1524245 51.5356207, -0.1523939 51.5356108, -0.1523642 51.5355923, -0.1523256 51.5355553, -0.1523296 51.5354629, -0.1525232 51.5354654, -0.1525489 51.5354843, -0.1525473 51.5354968, -0.1525537 51.5355083, -0.1525634 51.5355228, -0.1525666 51.5355493, -0.1525562 51.5355743, -0.1525361 51.5355923, -0.152508 51.5356008, -0.1524967 51.5356133, -0.1525613 51.5357345, -0.1525987 51.5357526, -0.1526301 51.5357782, -0.1526692 51.5358184, -0.1526602 51.5358498, -0.152621 51.5358793, -0.1525691 51.5358943, -0.152515 51.5359015))"
way,43171287,"POLYGON ((0.0174649 51.6344694, 0.0174778 51.6344533, 0.0175313 51.6343818, 0.0175985 51.6344007, 0.0175734 51.6344364, 0.0175982 51.6344434, 0.0176027 51.6344371, 0.0176378 51.6344474, 0.017592 51.6345123, 0.0174649 51.6344694))"
way,51755264,"POLYGON ((-0.1247004 51.5175121, -0.1244364 51.5176209, -0.1245792 51.5177516, -0.1245625 51.5177765, -0.1245613 51.5177918, -0.1245842 51.5178123, -0.124616 51.5178196, -0.1246461 51.5178158, -0.1247545 51.5179073, -0.125017 51.5178019, -0.1249127 51.5177116, -0.1249588 51.5176906, -0.1248628 51.5176133, -0.124834 51.5176269, -0.1247004 51.5175121))"
way,53099372,"POLYGON ((-0.0016852 51.4735319, -0.0017043 51.4735243, -0.0017548 51.4735738, -0.0018632 51.4735298, -0.0018564 51.4735234, -0.0018529 51.4735201, -0.0018611 51.4735155, -0.0018666 51.4735082, -0.0018675 51.4734999, -0.0018652 51.4734915, -0.0018578 51.4734837, -0.0018463 51.4734771, -0.0018314 51.4734745, -0.0018187 51.4734743, -0.0018087 51.4734763, -0.001802 51.4734701, -0.0017618 51.473487, -0.0017569 51.4734822, -0.0017022 51.4734298, -0.0016869 51.4734151, -0.0016787 51.4734072, -0.0016716 51.4734004, -0.0016199 51.4733508, -0.0016147 51.4733459, -0.001647 51.4733326, -0.0016397 51.4733257, -0.0016462 51.4733201, -0.0016501 51.4733139, -0.0016513 51.4733066, -0.0016488 51.4732992, -0.0016417 51.4732918, -0.0016312 51.4732859, -0.0016184 51.4732826, -0.0016052 51.4732816, -0.0015934 51.4732828, -0.001586 51.4732775, -0.0015165 51.473305, -0.0014649 51.473296, -0.0014247 51.4733129, -0.0014202 51.4733471, -0.0014082 51.4733523, -0.0014033 51.4733479, -0.0013791 51.473358, -0.0013842 51.4733626, -0.0013597 51.4733732, -0.0013515 51.4733768, -0.0013587 51.4733825, -0.001354 51.4733863, -0.0013508 51.4733906, -0.0013486 51.4733957, -0.0013486 51.4734008, -0.0013499 51.4734071, -0.0013526 51.4734129, -0.0013585 51.4734185, -0.0013662 51.4734227, -0.0013767 51.4734261, -0.0013883 51.4734274, -0.0013976 51.4734271, -0.0014059 51.473425, -0.0014132 51.4734321, -0.0014229 51.4734282, -0.0014437 51.4734198, -0.0015216 51.4734871, -0.0015537 51.4735143, -0.0015484 51.4735165, -0.001631 51.4735879, -0.0017097 51.4735545, -0.0016852 51.4735319))"
way,60918586,"POLYGON ((-0.2581695 51.4839254, -0.2582892 51.483841, -0.2579888 51.483654, -0.2578762 51.4837375, -0.2581695 51.4839254))"
way,62331640,"POLYGON ((-0.2580555 51.4844273, -0.2579951 51.4843889, -0.2579643 51.4844106, -0.2580246 51.4844473, -0.2580555 51.4844273))"
way,77109286,"POLYGON ((-0.1746546 51.5444899, -0.1747314 51.5446589, -0.1745455 51.5447363, -0.1745382 51.5447394, -0.1742713 51.5444958, -0.1737548 51.5446273, -0.1737011 51.5445889, -0.173662 51.544561, -0.1736205 51.5445314, -0.1734635 51.5444235, -0.1734089 51.5443846, -0.1736667 51.5442305, -0.1737666 51.5441722, -0.1738638 51.544115, -0.1739123 51.5441066, -0.174328 51.5439767, -0.1746396 51.5438638, -0.1747151 51.5438522, -0.1746825 51.5440912, -0.1746546 51.5444899))"
way,77755310,"POLYGON ((-0.1014491 51.5082436, -0.100881 51.5082398, -0.1008832 51.5081149, -0.1014513 51.5081187, -0.1014491 51.5082436))"
way,80888188,"POLYGON ((-0.1525459 51.5228256, -0.1522605 51.5228747, -0.1522436 51.5228289, -0.1521724 51.5228399, -0.1521371 51.5227705, -0.1522099 51.5227572, -0.1521133 51.522573, -0.1520406 51.5225535, -0.1520832 51.522473, -0.1521521 51.5224858, -0.1521686 51.5224665, -0.1521813 51.5224531, -0.1522066 51.5224436, -0.152239 51.5224418, -0.1522627 51.5224444, -0.1522843 51.5224531, -0.1522957 51.5224633, -0.1523358 51.5224281, -0.152361 51.5224339, -0.1523849 51.5224313, -0.152412 51.5224347, -0.1524303 51.5224428, -0.1524429 51.5224546, -0.1524432 51.5224705, -0.1524557 51.5224802, -0.1524095 51.5225153, -0.1524929 51.5227073, -0.152573 51.5226954, -0.1526124 51.522784, -0.1525344 51.5227967, -0.1525459 51.5228256))"
way,90244113,"POLYGON ((-0.0935536 51.5139369, -0.0935472 51.5139359, -0.0934774 51.5139226, -0.093528 51.5138101, -0.0933286 51.5137744, -0.0934311 51.5135506, -0.0937635 51.5136177, -0.0937308 51.5136949, -0.0936273 51.5139393, -0.0936252 51.5139444, -0.0935536 51.5139369))"
way,96237011,"POLYGON ((-0.1365075 51.508819, -0.1365247 51.5088134, -0.136589 51.5087915, -0.1368467 51.5087065, -0.1368311 51.5086883, -0.1369347 51.5086554, -0.1368321 51.508536, -0.1368039 51.5085004, -0.1367521 51.5085176, -0.1367108 51.5085312, -0.1366951 51.5085129, -0.1363448 51.5086291, -0.1365075 51.508819))"
way,97809196,"POLYGON ((-0.1201174 51.4952409, -0.1202983 51.4952564, -0.1203097 51.4952049, -0.1203161 51.495179, -0.1203074 51.4951788, -0.1201483 51.4951683, -0.1201338 51.4951672, -0.1201283 51.4951916, -0.1201174 51.4952409))"
way,101941765,"POLYGON ((-0.0342444 51.5000127, -0.0338782 51.5000632, -0.0333929 51.5000867, -0.0327826 51.5000845, -0.0327424 51.5000837, -0.0326865 51.4998209, -0.0325505 51.4993286, -0.0325897 51.4993294, -0.0330642 51.4993448, -0.034223 51.4993648, -0.0342444 51.5000127))"
way,104240016,"POLYGON ((-0.1461282 51.5416126, -0.1460276 51.5415612, -0.1459029 51.5416151, -0.1458345 51.541625, -0.1457595 51.5416092, -0.1453142 51.5413642, -0.1454284 51.5413273, -0.1455287 51.5413096, -0.1455959 51.5412737, -0.1456475 51.5412209, -0.1458007 51.5411552, -0.1460046 51.5410912, -0.1462134 51.5410402, -0.1463034 51.5411634, -0.1463852 51.5411461, -0.1463753 51.5411062, -0.1462708 51.5409719, -0.1464668 51.5409172, -0.1465558 51.5408967, -0.1465651 51.5409085, -0.1467812 51.5412469, -0.1467787 51.5412556, -0.146817 51.5412541, -0.1468722 51.5413312, -0.1463917 51.5415175, -0.1461282 51.5416126))"
way,109883852,"POLYGON ((0.042107 51.567851, 0.0421454 51.5678595, 0.0421082 51.5679245, 0.042202 51.5679452, 0.0422937 51.5677847, 0.0423482 51.5676921, 0.0422537 51.5676706, 0.0422265 51.5677169, 0.0421754 51.5678038, 0.0421392 51.5677956, 0.0421242 51.567821, 0.042107 51.567851))"
way,118720812,"POLYGON ((-0.1270832 51.4961202, -0.1272006 51.4961166, -0.1271918 51.4960721, -0.1272224 51.496064, -0.1272384 51.4960467, -0.1272443 51.4960313, -0.1273127 51.4960232, -0.1272923 51.4958971, -0.1272268 51.4958989, -0.1272239 51.4958844, -0.1272006 51.4958672, -0.1271539 51.4958617, -0.1271438 51.4958119, -0.1268131 51.4958364, -0.1268175 51.495879, -0.1267927 51.4958826, -0.1267767 51.4958917, -0.1267592 51.4959062, -0.1267534 51.4959325, -0.1266864 51.495937, -0.1267039 51.4960613, -0.1267709 51.4960576, -0.1267796 51.4960794, -0.1268029 51.496093, -0.1268451 51.4960966, -0.126851 51.4961338, -0.1269588 51.4961284, -0.1269588 51.4961129, -0.1270928 51.4961075, -0.1270832 51.4961202))"
way,120876216,"POLYGON ((0.0533095 51.3314157, 0.0533567 51.331386, 0.0533465 51.3313792, 0.0533495 51.3313535, 0.0533883 51.3313296, 0.0534265 51.3313294, 0.0534401 51.3313378, 0.0535213 51.3312868, 0.0535531 51.3313065, 0.053591 51.3313301, 0.0536284 51.3313533, 0.0536386 51.3313469, 0.0536683 51.3313653, 0.0536578 51.3313719, 0.0536718 51.3313806, 0.0534336 51.3315302, 0.0533955 51.3315854, 0.0532585 51.3315254, 0.0531736 51.3314726, 0.0532718 51.3314109, 0.0532946 51.331425, 0.0533095 51.3314157))"
way,123444087,"POLYGON ((-0.1351888 51.4987378, -0.13518 51.4986328, -0.1346563 51.4986574, -0.1346616 51.4987532, -0.1351888 51.4987378))"
way,123444154,"POLYGON ((-0.1137368 51.5050111, -0.1136369 51.5050226, -0.1135362 51.5050143, -0.1134445 51.5049869, -0.113371 51.5049432, -0.1133229 51.5048875, -0.1133048 51.5048253, -0.1133187 51.5047626, -0.113363 51.5047057, -0.1134335 51.5046602, -0.1135232 51.5046305, -0.1136227 51.5046195, -0.1137228 51.5046282, -0.1138137 51.5046556, -0.1138865 51.5046992, -0.1139343 51.5047546, -0.1139524 51.5048165, -0.1139389 51.5048788, -0.1138952 51.5049355, -0.1138256 51.5049811, -0.1137368 51.5050111))"
way,123557148,"POLYGON ((-0.1246559 51.5006462, -0.1246563 51.5006438, -0.1245827 51.5006387, -0.1245091 51.5006336, -0.1245087 51.5006361, -0.1244919 51.5006351, -0.1244881 51.5006348, -0.1244876 51.5006372, -0.1244866 51.500643, -0.1244829 51.5006428, -0.1244812 51.5006526, -0.1244849 51.5006529, -0.1244846 51.5006545, -0.1244828 51.5006544, -0.124481 51.5006553, -0.1244808 51.5006568, -0.1244818 51.5006575, -0.1244795 51.5006701, -0.1244769 51.5006848, -0.1244737 51.5007022, -0.124471 51.5007169, -0.1244687 51.5007296, -0.1244675 51.5007302, -0.1244673 51.5007317, -0.1244688 51.5007328, -0.1244707 51.500733, -0.1244706 51.5007336, -0.1244667 51.5007333, -0.1244649 51.5007432, -0.1244689 51.5007434, -0.1244675 51.5007511, -0.1244672 51.5007533, -0.1244707 51.5007535, -0.1244831 51.5007544, -0.1244824 51.500758, -0.124498 51.5007589, -0.1244986 51.5007555, -0.1244996 51.5007555, -0.1244994 51.5007569, -0.1245009 51.500758, -0.1245033 51.5007582, -0.1245046 51.5007575, -0.1245245 51.5007589, -0.1245482 51.5007605, -0.1245763 51.5007625, -0.1245999 51.5007641, -0.12462 51.5007655, -0.1246211 51.5007664, -0.1246234 51.5007665, -0.1246252 51.5007656, -0.1246255 51.5007642, -0.1246274 51.5007643, -0.1246268 51.5007678, -0.1246408 51.5007687, -0.1246415 51.5007653, -0.1246551 51.5007662, -0.1246585 51.5007664, -0.1246588 51.5007644, -0.1246599 51.5007584, -0.1246632 51.5007586, -0.1246645 51.5007498, -0.1246684 51.5007281, -0.124676 51.5006865, -0.1246796 51.5006675, -0.1246814 51.5006573, -0.1246778 51.5006571, -0.124679 51.5006497, -0.1246794 51.5006478, -0.1246761 51.5006476, -0.1246559 51.5006462))"
way,128182614,"POLYGON ((0.1182057 51.456477, 0.1181597 51.456455, 0.118148 51.4564197, 0.118175 51.4563905, 0.1181663 51.456366, 0.1182643 51.4563524, 0.1182914 51.4563176, 0.1183792 51.4563056, 0.11843 51.4563295, 0.1185274 51.4563161, 0.1185363 51.4563414, 0.1185769 51.4563616, 0.1185898 51.4563964, 0.1185659 51.4564248, 0.1185726 51.4564438, 0.1184917 51.4564549, 0.1185065 51.4564967, 0.1183116 51.4565236, 0.1182975 51.4564835, 0.1182122 51.4564953, 0.1182057 51.456477))"
way,133153176,"POLYGON ((-0.1266052 51.5045445, -0.1265696 51.5044284, -0.1270006 51.5043675, -0.1271502 51.5043524, -0.1272482 51.5043384, -0.1272826 51.5044573, -0.1272113 51.504467, -0.1272509 51.5046005, -0.1273421 51.504591, -0.1273586 51.5046483, -0.1273849 51.5047344, -0.1274126 51.5048228, -0.1274335 51.5048855, -0.1273492 51.5048941, -0.1274012 51.5050468, -0.1274763 51.5050388, -0.1275111 51.5051609, -0.1272842 51.5051902, -0.127241 51.5050792, -0.1269679 51.5051149, -0.1269894 51.505181, -0.126825 51.5052031, -0.1268003 51.505129, -0.12679 51.5051306, -0.1267605 51.5050463, -0.1267692 51.5050448, -0.1267453 51.5049714, -0.1267487 51.5049711, -0.1270333 51.5049383, -0.1270133 51.5048802, -0.1271106 51.5048672, -0.1270928 51.5048178, -0.1270572 51.504822, -0.1270426 51.5047789, -0.1270307 51.504738, -0.1270665 51.504732, -0.1270564 51.5046922, -0.1269531 51.5047051, -0.1269433 51.5046749, -0.1268058 51.5046928, -0.1266602 51.5047116, -0.1266365 51.5046343, -0.1266257 51.5046356, -0.1265936 51.5045458, -0.1266052 51.5045445))"
way,140470549,"POLYGON ((-0.1257237 51.5044089, -0.1260028 51.5043772, -0.1260182 51.5043764, -0.1261069 51.5046996, -0.1261087 51.5047062, -0.1260333 51.5047137, -0.1260447 51.5047557, -0.1258183 51.5047782, -0.1257237 51.5044089))"
way,140994370,"POLYGON ((-0.1179445 51.3568641, -0.117982 51.356747, -0.1179284 51.3567403, -0.117962 51.3566352, -0.1179918 51.356639, -0.1180639 51.3564138, -0.1180335 51.35641, -0.118066 51.3563084, -0.1180463 51.3563059, -0.1180848 51.3561856, -0.1172976 51.3560873, -0.1172607 51.3562026, -0.1174979 51.3562322, -0.1174802 51.3562876, -0.1172428 51.3562579, -0.1172188 51.356333, -0.1171781 51.3563279, -0.1171258 51.3564914, -0.1171727 51.3564972, -0.1171454 51.3565827, -0.1173816 51.3566122, -0.1173651 51.3566638, -0.1171216 51.3566334, -0.1170822 51.3567564, -0.1179445 51.3568641))"
